,제목,주소,경도,위도
391,고덕그라시움후문점, 서울 강동구 동남로82길 121,127.163694,37.5604004
392,고덕래미안힐스점, 서울 강동구 아리수로50길 50,127.148523,37.5577804
393,고덕점, 서울 강동구 동남로75길 19,127.155136,37.5541230
394,굽은다리역점, 서울 강동구 양재대로 1543,127.141842,37.5435889
395,길동사거리점, 서울 강동구 천호대로 1132,127.136936,37.5340261
396,길동역점, 서울 강동구 양재대로 1471,127.139205,37.5373481
397,길동중앙점, 서울 강동구 명일로 200,127.145913,37.5365202
398,둔촌점, 서울 강동구 양재대로 1377,127.136260,37.5293146
399,명일역점, 서울 강동구 구천면로 424,127.145543,37.5503058
400,명일중앙점, 서울 강동구 상암로 210,127.145762,37.5462872
401,보훈병원점, 서울 강동구 명일로 110,127.143058,37.5288472
402,상일리엔파크점, 서울 강동구 상일로 74,127.175277,37.5525183
403,암사3동점, 서울 강동구 고덕로 140,127.140515,37.5544384
404,암사역점, 서울 강동구 올림픽로 782,127.128106,37.5509385
405,암사중앙점, 서울 강동구 암사길 50,127.134840,37.5515708
406,올림픽북문점, 서울 강동구 성안로 7,127.128876,37.5245296
407,천호로데오점, 서울 강동구 천호대로 1027,127.126195,37.5382456
408,천호역점, 서울 강동구 천호대로 1006,127.123773,37.5379688
409,천호중앙점, 서울 강동구 올림픽로 660,127.124501,37.5401484
410,천호초교사거리점, 서울 강동구 구천면로 304,127.134899,37.5466693
411,천호현대점, 서울 강동구 올림픽로 665,127.123699,37.5410142
412,CBS본사점, 서울 양천구 목동서로 159-1,126.874868,37.5282878
413,강서초교점, 서울 양천구 오목로 48,126.842921,37.5219873
414,목3동점, 서울 양천구 목동중앙북로 38,126.867220,37.5468759
415,목4동점, 서울 양천구 목동중앙본로7길 46,126.866114,37.5394774
416,목동남부점, 서울 양천구 목동남로 46,126.864800,37.5087790
417,목동등촌로점, 서울 양천구 등촌로 180,126.862662,37.5456723
418,목동로데오점, 서울 양천구 목동로 219,126.863793,37.5279510
419,목동센트럴아이파크위브점, 서울 양천구 남부순환로 603,126.840651,37.5151907
420,목동신목점, 서울 양천구 목동중앙로 85,126.871436,37.5370057
421,목동신트리점, 서울 양천구 신정로 312,126.855517,37.5132188
422,목동아델리체점, 서울 양천구 중앙로43길 14,126.851318,37.5204035
423,목동역점, 서울 양천구 오목로 227,126.862710,37.5260577
424,목동중앙점, 서울 양천구 목동서로 287,126.869065,37.5215059
425,목동파라곤점, 서울 양천구 목동서로 155,126.875148,37.5294864
426,목동파리공원점, 서울 양천구 목동동로 379,126.878736,37.5355899
427,서남병원점, 서울 양천구 신정동,우편번호없음,x좌표없음
428,신월5동점, 서울 양천구 화곡로 50,126.827542,37.5391567
429,신월7동점, 서울 양천구 지양로 79,126.832943,37.5224060
430,신월사거리점, 서울 양천구 남부순환로 353,126.828930,37.5356628
431,신월신곡시장점, 서울 양천구 신월로 172,126.842669,37.5182839
432,신정교점, 서울 양천구 신목로 36,126.873809,37.5188532
433,신정네거리역점, 서울 양천구 중앙로 282,126.852628,37.5215675
434,신정서부점, 서울 양천구 신정로11길 50-15,126.838327,37.5122052
435,신정역점, 서울 양천구 오목로 155,126.854635,37.5249667
436,양천구청점, 서울 양천구 목동동로 63,126.862300,37.5152903
437,오목교대학학원점, 서울 양천구 오목로 319,126.873052,37.5250603
438,오목교역점, 서울 양천구 신목로 102,126.875814,37.5235676
439,고대개운점, 서울 성북구 개운사길 30,127.029416,37.5876735
440,고대점, 서울 성북구 고려대로24길 35,127.029540,37.5846642
441,국민대점, 서울 성북구 정릉로9라길 8,127.000375,37.6111385
442,길음뉴타운점, 서울 성북구 길음로 74,127.020693,37.6096683
443,돈암동점, 서울 성북구 동소문로 119,127.017880,37.5938024
444,돈암아리랑점, 서울 성북구 아리랑로 75,127.013601,37.5988124
445,돌곶이역점, 서울 성북구 돌곶이로22길 3,127.058078,37.6101879
446,동덕여대점, 서울 성북구 화랑로 99,127.042672,37.6034549
447,동소문동점, 서울 성북구 동소문로13길 5,127.012853,37.5920280
448,보문역점, 서울 성북구 보문로 111,127.019328,37.5849275
449,석계중앙점, 서울 성북구 화랑로40길 61,127.064922,37.6137793
450,석관동점, 서울 성북구 돌곶이로8길 22,127.063375,37.6061037
451,성신여대역점, 서울 성북구 동소문로17길 40,127.015820,37.5938747
452,성신여대점, 서울 성북구 보문로34길 100,127.020767,37.5911891
453,안암래미안점, 서울 성북구 보문로30가길 42,127.022001,37.5889815
454,월곡1동점, 서울 성북구 오패산로 99,127.035110,37.6107463
455,월곡동아점, 서울 성북구 장월로1길 47,127.045765,37.6061837
456,월곡중앙점, 서울 성북구 종암로 167,127.031076,37.6050441
457,장위2동점, 서울 성북구 화랑로25길 14,127.052438,37.6092804
458,장위뉴타운점, 서울 성북구 장월로 144-1,127.050948,37.6175881
459,장위동점, 서울 성북구 월계로40길 7,127.048245,37.6230222
460,장위북서울꿈의숲점, 서울 성북구 돌곶이로41가길 2,127.045591,37.6186264
461,장위중앙점, 서울 성북구 장위로 35,127.040753,37.6144475
462,정릉뉴타운점, 서울 성북구 정릉로 307,127.018245,37.6032987
463,정릉아리랑점, 서울 성북구 북악산로 851,127.019354,37.5997667
464,정릉점, 서울 성북구 보국문로 77,127.008586,37.6111293
465,정릉중앙점, 서울 성북구 정릉로 251,127.011949,37.6047050
466,종암동점, 서울 성북구 종암로 105,127.033894,37.5995834
467,하월곡동점, 서울 성북구 오패산로 16,127.037576,37.6036187
468,한성대역점, 서울 성북구 동소문로 19,127.008074,37.5895147
469,한성대점, 서울 성북구 삼선교로 10,127.006885,37.5877218
470,공릉역점, 서울 노원구 동일로192길 5,127.073281,37.6261990
471,공릉중앙점, 서울 노원구 공릉로 146,127.079531,37.6230146
472,광운대점, 서울 노원구 광운로 29,127.058403,37.6203147
473,노원KT점, 서울 노원구 노해로 494,127.062974,37.6544956
474,노원사거리점, 서울 노원구 동일로 1393,127.060491,37.6529292
475,노원역2호점, 서울 노원구 상계로 64,127.062306,37.6556672
476,노원중앙점, 서울 노원구 노원로 452,127.067169,37.6568359
477,당고개역점, 서울 노원구 상계로 313,127.080352,37.6708290
478,마들역점, 서울 노원구 동일로 1541,127.056999,37.6658419
479,상계동점, 서울 노원구 한글비석로52길 8,127.066439,37.6648640
480,상계역사거리점, 서울 노원구 한글비석로 409,127.070822,37.6611134
481,상계역점, 서울 노원구 덕릉로 698,127.075637,37.6598221
482,상계중앙점, 서울 노원구 동일로 1650,127.055668,37.6754379
483,서울과학기술대점, 서울 노원구 공릉로 208,127.077769,37.6282775
484,서울여대점, 서울 노원구 노원로 3,127.086553,37.6219015
485,석계역점, 서울 노원구 석계로3길 3,127.064335,37.6155365
486,세이브존노원점, 서울 노원구 한글비석로 57,127.068670,37.6377794
487,수락산역점, 서울 노원구 동일로 1689,127.054866,37.6791052
488,원자력병원점, 서울 노원구 공릉로46길 6,127.079467,37.6268618
489,월계이마트점, 서울 노원구 마들로3길 15,127.061841,37.6273227
490,월계인덕점, 서울 노원구 광운로22길 39,127.058830,37.6298019
491,월계초교점, 서울 노원구 월계동 ,우편번호없음,x좌표없음
492,은행사거리점, 서울 노원구 중계로 201,127.077747,37.6504326
493,중계롯데우성점, 서울 노원구 노원로22길 70,127.073415,37.6468134
494,중계본동점, 서울 노원구 중계로14바길 2,127.082573,37.6498617
495,중계브라운스톤점, 서울 노원구 동일로203가길 29,127.064231,37.6399171
496,중계점, 서울 노원구 동일로204가길 34,127.068208,37.6407348
497,중계중앙점, 서울 노원구 덕릉로73길 18,127.072388,37.6520937
498,태릉입구역점, 서울 노원구 공릉로 105,127.077828,37.6196010
499,하계온천점, 서울 노원구 노원로 257,127.072717,37.6402457
500,하계을지점, 서울 노원구 공릉로 326,127.071161,37.6358768
501,개봉북부점, 서울 구로구 경인로40길 12,126.859034,37.4962032
502,개봉역점, 서울 구로구 남부순환로97길 11,126.858370,37.4942022
503,개봉중앙점, 서울 구로구 개봉로3길 26,126.854868,37.4864583
504,개봉현대점, 서울 구로구 개봉로 69,126.855559,37.4918832
505,고대구로병원점, 서울 구로구 구로동로 157,126.883194,37.4925538
506,고척사거리점, 서울 구로구 고척로 228-6,126.858269,37.5058160
507,고척스카이돔점, 서울 구로구 경인로 397,126.863995,37.4975966
508,구로NC점, 서울 구로구 구로동로 240,126.882662,37.5000045
509,구로거리공원점, 서울 구로구 구로중앙로28길 73,126.889378,37.5007409
510,구로고척점, 서울 구로구 고척로 149,126.850176,37.5031299
511,구로궁동점, 서울 구로구 오리로 1304,126.829391,37.4977586
512,구로미성점, 서울 구로구 구로중앙로 228,126.876658,37.5061882
513,구로에이스점, 서울 구로구 디지털로33길 11,126.895495,37.4856998
514,구로역광장점, 서울 구로구 경인로 572,126.881073,37.5033276
515,구로이마트점, 서울 구로구 디지털로32길 43,126.897905,37.4843324
516,구로중앙점, 서울 구로구 도림로 79,126.892006,37.4900665
517,구로코레일점, 서울 구로구 구로중앙로 174,126.882284,37.5026981
518,구로항동지구점, 서울 구로구 항동로3길 6,126.824331,37.4807672
519,구일역점, 서울 구로구 구일로 110,126.871984,37.4950378
520,남구로역점, 서울 구로구 디지털로27길 127,126.887096,37.4846558
521,동양미래대학점, 서울 구로구 경인로47길 14,126.867021,37.5002581
522,메르디앙고척점, 서울 구로구 중앙로8길 11,126.863160,37.5028665
523,성공회대점, 서울 구로구 연동로 312,126.824011,37.4869746
524,신도림메르디앙점, 서울 구로구 신도림로 65,126.882070,37.5096086
525,신도림테크노마트점, 서울 구로구 새말로 97,126.890296,37.5069587
526,오류남부점, 서울 구로구 오류로8길 65,126.843729,37.4926789
527,오류북부역점, 서울 구로구 경인로20길 6,126.843226,37.4953632
528,천왕이펜하우스점, 서울 구로구 천왕로 36,126.839288,37.4810049
529,논골사거리점, 서울 성동구 난계로 35,127.024549,37.5554822
530,답십리로데오점, 서울 성동구 용답19길 17-1,127.052565,37.5637535
531,뚝섬역점, 서울 성동구 상원길 38-1,127.048695,37.5473751
532,마장동점, 서울 성동구 고산자로 339-2,127.037345,37.5700030
533,마장역점, 서울 성동구 마장로 293-1,127.042131,37.5659470
534,상왕십리역점, 서울 성동구 무학봉15길 27,127.030177,37.5636620
535,서울숲역점, 서울 성동구 왕십리로 96-1,127.044881,37.5462953
536,성동구청점, 서울 성동구 고산자로 269,127.035870,37.5636965
537,성수2가점, 서울 성동구 성덕정길 106,127.055070,37.5370830
538,성수아카데미점, 서울 성동구 성수이로 118,127.057803,37.5451816
539,성수우리W타워점, 서울 성동구 아차산로15길 19,127.062170,37.5447560
540,성수중앙점, 서울 성동구 성수일로6길 47,127.055301,37.5442638
541,신금호역점, 서울 성동구 금호산길 64,127.019603,37.5538793
542,옥수동점, 서울 성동구 매봉길 12,127.015697,37.5452573
543,옥수역점, 서울 성동구 한림말5길 9,127.016715,37.5420046
544,왕십리비트플렉스점, 서울 성동구 왕십리광장로 17,127.038416,37.5610558
545,왕십리센트라스점, 서울 성동구 무학로 22,127.030291,37.5660676
546,왕십리역점, 서울 성동구 왕십리로 309,127.034590,37.5611831
547,응봉동점, 서울 성동구 독서당로 381,127.030930,37.5510299
548,장한평역점, 서울 성동구 천호대로 426,127.066179,37.5608546
549,텐즈힐점, 서울 성동구 무학로 33,127.026580,37.5693120
550,한양대점, 서울 성동구 사근동길 4,127.041527,37.5599285
551,행당동점, 서울 성동구 고산자로 201,127.033695,37.5580389
552,가산SKV1점, 서울 금천구 가산디지털1로 171,126.880680,37.4807121
553,가산그레이트점, 서울 금천구 디지털로9길 32,126.887511,37.4794755
554,가산대륭19차점, 서울 금천구 가산디지털2로 70,126.882114,37.4746227
555,가산두산위브점, 서울 금천구 가산로 111,126.892886,37.4755882
556,가산리더스타워점, 서울 금천구 벚꽃로 286,126.884151,37.4803552
557,가산벽산점, 서울 금천구 벚꽃로 244,126.885785,37.4766717
558,가산에이스점, 서울 금천구 가산디지털1로 196,126.881129,37.4828930
559,가산오거리점, 서울 금천구 가산로 155,126.889965,37.4787750
560,가산월드점, 서울 금천구 가산디지털2로 123,126.878693,37.4787368
561,가산하이엔드10차점, 서울 금천구 가산디지털1로 30,126.887459,37.4687805
562,금천롯데마트점, 서울 금천구 시흥대로 291,126.896809,37.4596259
563,독산동쌈지공원점, 서울 금천구 독산로 276,126.903270,37.4713355
564,독산동점, 서울 금천구 독산로 218,126.902067,37.4664060
565,독산롯데시네마점, 서울 금천구 시흥대로 399,126.897440,37.4693934
566,박미삼거리점, 서울 금천구 시흥대로 150,126.903640,37.4476123
567,석수푸르지오점, 서울 금천구 삼성산길 11,126.904720,37.4340800
568,세광교회점, 서울 금천구 독산로 124,126.905548,37.4583359
569,시흥동점, 서울 금천구 시흥동,우편번호없음,x좌표없음
570,시흥사거리점, 서울 금천구 시흥대로63길 8,126.899087,37.4550598
571,시흥유통센터점, 서울 금천구 시흥대로 88,126.903896,37.4418641
572,시흥중앙점, 서울 금천구 금하로 748,126.912509,37.4498718
573,에이스가산포휴점, 서울 금천구 가산디지털1로 225,126.878683,37.4851790
574,은행나무사거리점, 서울 금천구 금하로 690,126.906562,37.4517683
575,관악구청점, 서울 관악구 관악로 164,126.952734,37.4796104
576,관악우성점, 서울 관악구 관악로 232,126.956009,37.4849276
577,관악하나로마트점, 서울 관악구 남부순환로 1369,126.903078,37.4801201
578,낙성대역점, 서울 관악구 남부순환로 1915,126.962198,37.4779110
579,난곡사거리점, 서울 관악구 남부순환로 1444,126.911251,37.4808835
580,난향동점, 서울 관악구 난곡로 60,126.919368,37.4607970
581,남현홈플러스점, 서울 관악구 과천대로 909,126.982391,37.4714648
582,녹두거리점, 서울 관악구 신림로 91,126.939107,37.4702606
583,당곡사거리점, 서울 관악구 봉천로 245,126.929016,37.4892841
584,보라매중앙점, 서울 관악구 보라매로 62,126.927779,37.4941127
585,봉일시장점, 서울 관악구 은천로 23,126.937906,37.4863970
586,봉천역점, 서울 관악구 남부순환로 1725,126.941968,37.4826419
587,봉천중앙점, 서울 관악구 남부순환로 1874,126.957731,37.4789727
588,사당중앙점, 서울 관악구 과천대로 951,126.981271,37.4754561
589,서울대중앙점, 서울 관악구 남부순환로216길 2,126.948968,37.4813387
590,신대방역점, 서울 관악구 난곡로 368,126.913777,37.4868951
591,신림난곡점, 서울 관악구 난곡로 197,126.918835,37.4725187
592,신림남부초교점, 서울 관악구 남부순환로 1541-1,126.921865,37.4833869
593,신림대학동점, 서울 관악구 호암로26길 17,126.934596,37.4707537
594,신림문화교점, 서울 관악구 신림로 262-1,126.932701,37.4785283
595,신림미성점, 서울 관악구 난곡로 250,126.915959,37.4765081
596,신림신원점, 서울 관악구 신원로 16,126.928063,37.4807870
597,신림신화교점, 서울 관악구 신림로 199,126.936186,37.4755209
598,신림역점, 서울 관악구 신림로 312,126.930165,37.4822119
599,신림중앙점, 서울 관악구 관천로 52,126.926613,37.4843270
600,신림패션문화점, 서울 관악구 봉천로6길 24,126.925410,37.4886151
601,인헌점, 서울 관악구 인헌길 17,126.967038,37.4747050
602,청룡중앙점, 서울 관악구 쑥고개로 80,126.945238,37.4791566
603,남성역점, 서울 동작구 사당로17가길 13,126.973410,37.4837888
604,노들점, 서울 동작구 노량진로 200,126.947826,37.5128462
605,노량진CTS점, 서울 동작구 노량진로 110,126.938177,37.5131929
606,노량진드림스퀘어점, 서울 동작구 노들로2길 7,126.939364,37.5143107
607,노량진역사점, 서울 동작구 노량진로 지하,우편번호없음,x좌표없음
608,대림성모점, 서울 동작구 시흥대로 658,126.908085,37.4903416
609,대방역점, 서울 동작구 노량진로 24,126.928337,37.5128808
610,보라매공원점, 서울 동작구 여의대방로 90,126.916649,37.4967992
611,보라매점, 서울 동작구 보라매로5가길 16,126.924084,37.4913172
612,사당역점, 서울 동작구 동작대로7길 100,126.977517,37.4771493
613,사당점, 서울 동작구 동작대로 45,126.981405,37.4807810
614,상도역점, 서울 동작구 상도로 277,126.948365,37.5027373
615,상도중앙점, 서울 동작구 만양로 17,126.947186,37.5062146
616,숭실대점, 서울 동작구 사당로 2,126.954668,37.4954688
617,신대방삼거리점, 서울 동작구 상도로 78,126.929119,37.4995375
618,신상도초교점, 서울 동작구 양녕로 183,126.943144,37.4977162
619,이수중앙점, 서울 동작구 사당로 285,126.979154,37.4846550
620,중앙대점, 서울 동작구 흑석로 79,126.958393,37.5070301
621,중앙대후문점, 서울 동작구 흑석로 20,126.953011,37.5048025
622,총신대입구역점, 서울 동작구 동작대로 119-1,126.981867,37.4873404
623,총신대점, 서울 동작구 사당로16가길 96,126.968786,37.4850760
624,해군회관점, 서울 동작구 여의대방로 194,126.922239,37.5042453
625,갈현점, 서울 은평구 갈현로 268,126.916667,37.6206765
626,구산역점, 서울 은평구 연서로 148,126.917617,37.6119737
627,구파발역점, 서울 은평구 진관2로 29-21,126.914578,37.6441005
628,녹번동점, 서울 은평구 진흥로 156,126.926953,37.6087274
629,녹번중앙점, 서울 은평구 통일로 635,126.934511,37.6032990
630,독바위역점, 서울 은평구 불광로 128,126.933286,37.6181285
631,백련산아이파크점, 서울 은평구 응암로 264,126.918858,37.5952703
632,본서부병원점, 서울 은평구 응암로 337,126.922125,37.6012912
633,불광역점, 서울 은평구 통일로 731,126.929272,37.6105218
634,불광연서로점, 서울 은평구 연서로 275,126.924834,37.6209254
635,불광중앙점, 서울 은평구 불광로 59,126.931694,37.6123343
636,새절역점, 서울 은평구 가좌로 272,126.913652,37.5931222
637,수색역점, 서울 은평구 수색로 250,126.896321,37.5818998
638,역촌동점, 서울 은평구 갈현로 82,126.910671,37.6052653
639,역촌사거리점, 서울 은평구 서오릉로 100,126.921018,37.6089218
640,역촌진흥로점, 서울 은평구 진흥로1길 3,126.918637,37.6007482
641,연신내역점, 서울 은평구 통일로 855-9,126.922674,37.6170227
642,연신내중앙점, 서울 은평구 통일로 825,126.922674,37.6170227
643,연신내통일로점, 서울 은평구 통일로 876,126.920257,37.6211836
644,은평구청점, 서울 은평구 은평로 197,126.929542,37.6016113
645,은평뉴타운점, 서울 은평구 진관3로 70,126.921935,37.6410874
646,은평이마트점, 서울 은평구 은평로 111,126.920257,37.6004159
647,응암역점, 서울 은평구 연서로 9,126.915513,37.6001243
648,응암오거리점, 서울 은평구 응암로 211,126.917108,37.5908813
649,응암중앙점, 서울 은평구 응암로 183,126.916624,37.5884123
650,증산동점, 서울 은평구 증산서길 78,126.906509,37.5833140
651,경희대점, 서울 동대문구 경희대로 4,127.052505,37.5918824
652,경희대캠퍼스점, 서울 동대문구 경희대로 26,127.051410,37.5970635
653,답십리사거리점, 서울 동대문구 답십리로 145,127.056081,37.5730772
654,답십리역점, 서울 동대문구 천호대로 265,127.051357,37.5683130
655,답십리파크자이점, 서울 동대문구 한천로 55,127.061815,37.5668395
656,동대문구청점, 서울 동대문구 천호대로 153-1,127.040629,37.5736149
657,동부병원사거리점, 서울 동대문구 무학로 104,127.030894,37.5735006
658,배봉초교사거리점, 서울 동대문구 답십리로63길 131,127.069296,37.5784852
659,서울시립대점, 서울 동대문구 서울시립대로 164,127.054877,37.5833219
660,신설동역점, 서울 동대문구 천호대로 11-3,127.024951,37.5750877
661,외대점, 서울 동대문구 휘경로 12,127.061249,37.5958066
662,용두동사거리점, 서울 동대문구 왕산로 68,127.031020,37.5776541
663,용두동점, 서울 동대문구 고산자로 413-1,127.037914,37.5766431
664,이문점,  서울 동대문구 신이문로,우편번호없음,x좌표없음
665,장안동사거리점, 서울 동대문구 답십리로 309,127.074701,37.5723823
666,장안동점, 서울 동대문구 장한로 43,127.066658,37.5650800
667,장안중랑천점, 서울 동대문구 장한로18길 32,127.070746,37.5675103
668,장안중앙점, 서울 동대문구 사가정로25길 42,127.070939,37.5806827
669,장한평군자초교점, 서울 동대문구 한천로2길 53,127.061393,37.5628483
670,전농뉴타운점, 서울 동대문구 답십리로 77,127.049448,37.5751974
671,전농사거리점, 서울 동대문구 사가정로 132,127.059491,37.5775895
672,청량리점, 서울 동대문구 왕산로 225,127.047064,37.5820999
673,촬영소사거리점, 서울 동대문구 답십리로 264,127.069449,37.5722413
674,회기역점, 서울 동대문구 망우로 67,127.060814,37.5899324
675,회기역중앙점, 서울 동대문구 회기로 194-1,127.057463,37.5897988
676,금란망우점, 서울 중랑구 망우로 460,127.103129,37.6000666
677,동원사거리점, 서울 중랑구 겸재로 240,127.093887,37.5894606
678,망우동점, 서울 중랑구 망우로 416,127.098338,37.5991066
679,망우중앙점, 서울 중랑구 용마산로115길 109,127.094169,37.5975692
680,먹골역점, 서울 중랑구 동일로157길 13,127.076878,37.6097088
681,면목경남아너스빌점, 서울 중랑구 면목로27길 92,127.080510,37.5742526
682,면목본동점, 서울 중랑구 면목로 370,127.088583,37.5849326
683,묵동자이점, 서울 중랑구 동일로 932,127.077528,37.6138259
684,봉화산역점, 서울 중랑구 신내로 211,127.092878,37.6161846
685,사가정아이파크점, 서울 중랑구 동일로92길 57,127.083169,37.5834949
686,사가정역점, 서울 중랑구 면목로 325,127.088148,37.5811308
687,상봉엠코점, 서울 중랑구 망우로 353,127.090342,37.5980767
688,상봉역점, 서울 중랑구 망우로 277,127.083398,37.5960455
689,상봉중앙점, 서울 중랑구 망우로 316,127.087509,37.5964661
690,서울중랑경찰서점, 서울 중랑구 신내역로3길 40-11,127.104920,37.6180126
691,서울중화초등학교점, 서울 중랑구 신내로7가길 7,127.095432,37.6023344
692,서일중앙점, 서울 중랑구 용마산로 394,127.095525,37.5866482
693,신내동점, 서울 중랑구 봉화산로 215,127.096548,37.6076584
694,양원남부점, 서울 중랑구 양원역로 25-10,127.107414,37.6030991
695,양원역점, 서울 중랑구 양원역로14가길 24,127.106718,37.6073974
696,용마산역점, 서울 중랑구 면목로 254-1,127.085674,37.5754113
697,우림시장점, 서울 중랑구 봉우재로 240,127.099352,37.5952585
698,중랑교차로점, 서울 중랑구 동일로 683,127.079860,37.5914349
699,중랑역점, 서울 중랑구 망우로 198,127.074869,37.5932671
700,중화동점, 서울 중랑구 동일로129길 1,127.079597,37.5993727
701,중화역점," 서울 중랑구 동일로 815,",127.078865,37.6031123
702,화랑대역점, 서울 중랑구 신내로25가길 2,127.084251,37.6194795
703,4.19사거리점, 서울 강북구 삼양로 501,127.014210,37.6478708
704,가오리역점, 서울 강북구 삼각산로 108,127.016146,37.6405186
705,강북경찰서점, 서울 강북구 오패산로 403,127.026976,37.6368588
706,광산사거리점, 서울 강북구 노해로 91,127.022548,37.6438783
707,미아꿈의숲해링턴점, 서울 강북구 오현로 45,127.034378,37.6184949
708,미아삼거리역점, 서울 강북구 도봉로10길 28,127.031000,37.6138377
709,미아삼거리점, 서울 강북구 도봉로 45,127.029618,37.6130812
710,미아송천점, 서울 강북구 삼양로 118,127.022404,37.6144072
711,미아역점, 서울 강북구 도봉로 207,127.025432,37.6270564
712,미아중앙점, 서울 강북구 도봉로 128,127.028738,37.6204515
713,번동점, 서울 강북구 오현로 194,127.039876,37.6288005
714,북한산점, 서울 강북구 4.19로 85,127.005575,37.6447360
715,삼각산점, 서울 강북구 솔샘로40길 3,127.015983,37.6199042
716,삼양사거리점, 서울 강북구 솔샘로 254,127.016915,37.6342026
717,삼양시장점, 서울 강북구 삼양로 234,127.018714,37.6241925
718,수유1동점, 서울 강북구 삼양로 293,127.017684,37.6297156
719,수유사거리점, 서울 강북구 덕릉로 82,127.022829,37.6343909
720,수유역점, 서울 강북구 도봉로 355,127.026728,37.6393725
721,우이역도선사점, 서울 강북구 삼양로173길 21,127.011277,37.6624849
722,한신대점, 서울 강북구 덕릉로 31,127.011277,37.6624849
