,제목,주소,구,경도,위도
333,잠실역, 서울특별시 송파구 송파대로 562,송파구,127.099213,37.5151965
334,갤러리아팰리스, 서울특별시 송파구 올림픽로 212,송파구,127.093903,37.5110922
335,아시아선수촌, 서울특별시 송파구 백제고분로 69,송파구,127.079029,37.5105173
336,올림픽아파트, 서울특별시 송파구 양재대로 1220,송파구,127.133203,37.5153076
337,가락본동, 서울특별시 송파구 송파대로30길 13,송파구,127.118795,37.4948431
338,석촌역, 서울특별시 송파구 백제고분로 358,송파구,127.106109,37.5042524
339,가락시장역, 서울특별시 송파구 중대로 121,송파구,127.121553,37.4944078
340,가든파이브, 서울특별시 송파구 충민로 10,송파구,127.119526,37.4782819
341,송파NC, 서울특별시 송파구 충민로 66,송파구,127.124342,37.4777905
342,송파거여역, 서울특별시 송파구 오금로 493,송파구,127.143682,37.4936264
343,몽촌토성역, 서울특별시 송파구 위례성대로 6,송파구,127.113083,37.5169321
344,송파KT, 서울특별시 송파구 잠실로 209,송파구,127.106394,37.5138749
345,송파마천사거리DT, 서울특별시 송파구 거마로 78,송파구,127.147629,37.4997123
346,목동파리공원, 서울특별시 양천구 목동동로 377,양천구,126.878850,37.5353017
347,등촌역, 서울특별시 양천구 공항대로 566,양천구,126.868054,37.5489311
348,목동행복한, 서울특별시 양천구 목동동로 309,양천구,126.876065,37.5293522
349,신정DT, 서울특별시 양천구 신월로 341,양천구,126.858871,37.5220347
350,목동역, 서울특별시 양천구 목동로 203,양천구,126.863784,37.5267077
351,목동오목로, 서울특별시 양천구 오목로 279,양천구,126.868423,37.5259291
352,목동8단지, 서울특별시 양천구 목동서로 299,양천구,126.868829,37.5205506
353,오목교역, 서울특별시 양천구 오목로 354,양천구,126.876697,37.5236946
354,목동7단지, 서울특별시 양천구 목동서로 213,양천구,126.870603,37.5280218
355,목동5단지, 서울특별시 양천구 목동동로 411,양천구,126.882196,37.5367107
356,목동, 서울특별시 양천구 목동서로 67,양천구,126.878542,37.5363736
357,현대목동, 서울특별시 양천구 목동동로 257,양천구,126.875017,37.5268373
358,목동파라곤, 서울특별시 양천구 목동서로 155,양천구,126.875148,37.5294864
359,목동트라팰리스, 서울특별시 양천구 오목로 299,양천구,126.870369,37.5259763
360,목동10단지, 서울특별시 양천구 목동서로 401,양천구,126.859585,37.5154042
361,신월동DT, 서울특별시 양천구 남부순환로 319,양천구,126.827080,37.5382730
362,타임스퀘어R, 서울특별시 영등포구 영중로 15,영등포구,126.903324,37.5170614
363,샛강역, 서울특별시 영등포구 여의대방로 376,영등포구,126.931228,37.5182075
364,영등포역, 서울특별시 영등포구 경인로 870,영등포구,126.909240,37.5169580
365,당산대로, 서울특별시 영등포구 양평로 22,영등포구,126.903925,37.5331537
366,여의도IFC몰(L1)R, 서울특별시 영등포구 국제금융로 10,영등포구,126.925282,37.5249613
367,여의도화재보험, 서울특별시 영등포구 국제금융로6길 38,영등포구,126.926304,37.5215111
368,국회대로, 서울특별시 영등포구 국회대로 786,영등포구,126.919485,37.5302463
369,영등포KT, 서울특별시 영등포구 영중로 119,영등포구,126.905019,37.5267305
370,여의도공원R, 서울특별시 영등포구 여의공원로 101,영등포구,126.925244,37.5294122
371,국회의사당역, 서울특별시 영등포구 의사당대로 8,영등포구,126.916885,37.5278478
372,선유도역, 서울특별시 영등포구 양평로 115,영등포구,126.894562,37.5372631
373,여의도역R, 서울특별시 영등포구 의사당대로 83,영등포구,126.923451,37.5233653
374,선유동이레빌딩, 서울특별시 영등포구 선유동2로 57,영등포구,126.897079,37.5339677
375,동여의도, 서울특별시 영등포구 국제금융로 86,영등포구,126.927845,37.5188001
376,여의도ABL타워, 서울특별시 영등포구 의사당대로 147,영등포구,126.927845,37.5188001
377,영등포신길, 서울특별시 영등포구 신길로 137,영등포구,126.910058,37.5045970
378,문래역, 서울특별시 영등포구 당산로 34,영등포구,0,0
379,당산, 서울특별시 영등포구 양평로 64,영등포구,126.910058,37.5045970
380,여의도한양증권, 서울특별시 영등포구 국제금융로6길 7,영등포구,x좌표없음,y좌표없음
381,여의도일신, 서울특별시 영등포구 은행로 11,영등포구,126.920200,37.5278952
382,신세계타임스퀘어B2, 서울특별시 영등포구 영중로 9,영등포구,126.905540,37.5171533
383,하이테크시티, 서울특별시 영등포구 경인로 775,영등포구,126.899481,37.5147606
384,여의도, 서울특별시 영등포구 국제금융로2길 28,영등포구,126.924514,37.5240147
385,롯데캐슬여의도, 서울특별시 영등포구 의사당대로 127,영등포구,126.926350,37.5202227
386,문래동, 서울특별시 영등포구 선유로 64,영등포구,126.889588,37.5195720
387,신세계타임스퀘어1F, 서울특별시 영등포구 영중로 9,영등포구,126.905540,37.5171533
388,여의도호성, 서울특별시 영등포구 여의대방로65길 24,영등포구,126.929246,37.5204047
389,타임스퀘어B2, 서울특별시 영등포구 영중로 15,영등포구,126.903324,37.5170614
390,영등포본동, 서울특별시 영등포구 영등포로 254,영등포구,126.909554,37.5186612
391,타임스퀘어2F, 서울특별시 영등포구 영중로 15,영등포구,126.903324,37.5170614
392,여의도의사당, 서울특별시 영등포구 국회대로74길 12,영등포구,126.921080,37.5300581
393,여의도IFC(1F), 서울특별시 영등포구 국제금융로 10,영등포구,126.925282,37.5249613
394,여의도신한금융투자타워, 서울특별시 영등포구 여의대로 70,영등포구,126.924208,37.5247624
395,영등포시장역, 서울특별시 영등포구 영중로 79,영등포구,126.904910,37.5234417
396,영등포구청역, 서울특별시 영등포구 국회대로 558,영등포구,126.895832,37.5274524
397,서울양평역, 서울특별시 영등포구 선유서로24길 6,영등포구,126.886234,37.5233710
398,영등포시장교차로, 서울특별시 영등포구 영중로 45,영등포구,126.904416,37.5204590
399,더현대서울(B2)R, 서울특별시 영등포구 여의대로 108,영등포구,126.928279,37.5260354
400,당산역사거리, 서울특별시 영등포구 양평로 47,영등포구,126.901095,37.5339712
401,불광역, 서울특별시 은평구 통일로 715,은평구,126.930282,37.6094142
402,구파발사거리, 서울특별시 은평구 진관3로 21,은평구,126.921185,37.6426726
403,연신내역사거리, 서울특별시 은평구 통일로 842,은평구,126.921880,37.6185899
404,연신내, 서울특별시 은평구 통일로 867,은평구,126.919805,37.6201832
405,구파발역, 서울특별시 은평구 진관2로 12,은평구,126.920357,37.6333289
406,은평구청입구, 서울특별시 은평구 은평로 170,은평구,126.926881,37.6011952
407,은평이마트, 서울특별시 은평구 은평로 111,은평구,126.920257,37.6004159
408,구산역, 서울특별시 은평구 연서로 146,은평구,126.917617,37.6118566
409,수색, 서울특별시 은평구 수색로 216,은평구,126.899606,37.5805692
410,녹번역, 서울특별시 은평구 통일로 636,은평구,126.935315,37.6034616
411,진관DT, 서울특별시 은평구 연서로 645,은평구,126.934197,37.6504292
412,연합뉴스, 서울특별시 종로구 율곡로2길 25,종로구,126.980474,37.5743764
413,혜화역, 서울특별시 종로구 대학로12길 4,종로구,127.002164,37.5824962
414,경희궁로, 서울특별시 종로구 새문안로3길 15,종로구,126.972302,37.5717258
415,강북삼성병원, 서울특별시 종로구 새문안로 29,종로구,126.968161,37.5682739
416,종로평창동, 서울특별시 종로구 평창12길 3,종로구,126.967079,37.6061331
417,광화문우체국, 서울특별시 종로구 종로 6,종로구,126.977929,37.5697719
418,더종로R, 서울특별시 종로구 종로 51,종로구,126.983837,37.5704306
419,독립문역, 서울특별시 종로구 송월길 155,종로구,126.961605,37.5717136
420,정부서울청사R, 서울특별시 종로구 새문안로5가길 28,종로구,126.973546,37.5744110
421,동묘앞역, 서울특별시 종로구 종로 344,종로구,127.016053,37.5727916
422,종로구청, 서울특별시 종로구 삼봉로 71,종로구,126.981075,37.5726376
423,북촌로, 서울특별시 종로구 북촌로4길 23,종로구,126.986439,37.5794409
424,종로수송, 서울특별시 종로구 종로5길 30,종로구,126.980679,37.5716645
425,새문안로, 서울특별시 종로구 새문안로 92,종로구,126.974884,37.5697082
426,안국, 서울특별시 종로구 북촌로 5-1,종로구,126.985715,37.5773775
427,삼청동, 서울특별시 종로구 삼청로 111-1,종로구,126.981739,37.5853687
428,광화문D타워, 서울특별시 종로구 종로3길 17,종로구,126.978913,37.5710515
429,적선, 서울특별시 종로구 새문안로5길 55,종로구,126.973931,37.5751950
430,인사, 서울특별시 종로구 인사동길 14,종로구,126.986973,37.5721609
431,광화문, 서울특별시 종로구 세종대로 167,종로구,126.976287,37.5712311
432,성대입구, 서울특별시 종로구 창경궁로 235,종로구,126.998303,37.5830007
433,스페이스본, 서울특별시 종로구 사직로8길 4,종로구,126.968860,37.5744008
434,주얼리시티, 서울특별시 종로구 종로 183,종로구,126.998258,37.5714500
435,종각, 서울특별시 종로구 종로 64,종로구,126.984505,37.5699442
436,동숭로아트, 서울특별시 종로구 동숭길 110,종로구,127.003885,37.5829646
437,종로관철, 서울특별시 종로구 종로12길 21,종로구,126.985886,37.5690704
438,경복궁역, 서울특별시 종로구 자하문로4길 6,종로구,126.972594,37.5771678
439,이마빌딩, 서울특별시 종로구 종로1길 42,종로구,126.978992,37.5738896
440,마로니에공원, 서울특별시 종로구 대학로 116,종로구,127.002322,37.5815321
441,종로3가, 서울특별시 종로구 종로 113-1,종로구,126.990199,37.5705755
442,대학로, 서울특별시 종로구 대학로 57,종로구,127.001439,37.5765226
443,경복궁사거리, 서울특별시 종로구 율곡로 6,종로구,126.980553,37.5754306
444,종로관수, 서울특별시 종로구 삼일대로20길 13,종로구,126.988660,37.5697375
445,광화문교보문고, 서울특별시 종로구 종로 1,종로구,126.977827,37.5705737
446,정동, 서울특별시 종로구 새문안로 42,종로구,126.970221,37.5686078
447,종로플레이스, 서울특별시 종로구 창경궁로 120,종로구,126.998338,37.5731258
448,강북삼성병원1층, 서울특별시 종로구 새문안로 29,종로구,126.968161,37.5682739
449,동숭길입구, 서울특별시 종로구 대학로 146,종로구,127.002051,37.5842351
450,서울대치과병원, 서울특별시 종로구 대학로 101,종로구,126.999107,37.5790273
451,서대문역, 서울특별시 종로구 통일로 134,종로구,126.966305,37.5666335
452,숭례문북창, 서울특별시 중구 세종대로12길 12,중구,126.976947,37.5615817
453,을지로4가역, 서울특별시 중구 을지로 170,중구,126.997274,37.5660801
454,동대문두타, 서울특별시 중구 장충단로 275,중구,127.008729,37.5688009
455,대한상공회의소R, 서울특별시 중구 세종대로 39,중구,126.973835,37.5605358
456,국립중앙의료원, 서울특별시 중구 을지로 251,중구,127.006340,37.5665215
457,동국대, 서울특별시 중구 서애로 1길,중구,우편번호없음,x좌표없음
458,신세계본점5F, 서울특별시 중구 소공로 63,중구,126.980987,37.5609337
459,을지로내외빌딩R, 서울특별시 중구 을지로 51,중구,126.983533,37.5664842
460,대우재단빌딩, 서울특별시 중구 퇴계로 18,중구,126.975171,37.5564727
461,동대문공원, 서울특별시 중구 장충단로 229,중구,127.007189,37.5652060
462,을지로국제빌딩, 서울특별시 중구 남대문로 109,중구,126.982265,37.5669435
463,동대입구역, 서울특별시 중구 장충단로 166,중구,127.006181,37.5596650
464,신당역사거리, 서울특별시 중구 다산로 258,중구,127.016618,37.5660161
465,연세세브란스, 서울특별시 중구 통일로 10,중구,126.973757,37.5571120
466,회현역, 서울특별시 중구 퇴계로 72,중구,126.980829,37.5591677
467,을지로경기빌딩, 서울특별시 중구 남대문로10길 9,중구,126.983204,37.5671870
468,을지로2가, 서울특별시 중구 삼일대로 358,중구,126.988060,37.5664758
469,신세계본점6F, 서울특별시 중구 퇴계로 77,중구,126.981010,37.5604021
470,서울중앙우체국, 서울특별시 중구 소공로 70,중구,126.982051,37.5616186
471,한국프레스센터, 서울특별시 중구 세종대로 124,중구,126.977726,37.5675103
472,명동중앙로, 서울특별시 중구 명동길 60,중구,126.985763,37.5637005
473,약수역, 서울특별시 중구 다산로 129,중구,127.010708,37.5554210
474,중구저동, 서울특별시 중구 수표로 34,중구,126.990336,37.5644578
475,명동길, 서울특별시 중구 명동10길 41,중구,126.985854,37.5620427
476,서소문로, 서울특별시 중구 서소문로 120,중구,126.974649,37.5628786
477,신당역, 서울특별시 중구 퇴계로 385,중구,127.014331,37.5654037
478,명동메트로, 서울특별시 중구 명동9가길 14,중구,126.983703,37.5651147
479,숭례문, 서울특별시 중구 세종대로 17,중구,126.973122,37.5587247
480,순화동더샵, 서울특별시 중구 칠패로 27,중구,126.972046,37.5601570
481,대한극장, 서울특별시 중구 퇴계로 212,중구,126.995327,37.5610524
482,환구단, 서울특별시 중구 소공로 112,중구,126.980002,37.5643933
483,무교동, 서울특별시 중구 무교로 21,중구,126.978756,37.5678349
484,문화일보, 서울특별시 중구 새문안로 22,중구,126.968671,37.5670937
485,태평로, 서울특별시 중구 세종대로 72,중구,126.976856,37.5624556
486,퍼시픽타워, 서울특별시 중구 세종대로9길 41,중구,126.972997,37.5613195
487,남산단암, 서울특별시 중구 소월로 10,중구,126.975431,37.5584999
488,황학캐슬, 서울특별시 중구 청계천로 400,중구,127.021407,37.5709618
489,을지로삼화타워, 서울특별시 중구 을지로5길 16,중구,126.984698,37.5668808
490,소공로, 서울특별시 중구 남대문로7길 19,중구,126.980760,37.5637448
491,서소문배재, 서울특별시 중구 서소문로 99,중구,126.972136,37.5629230
492,을지로한국빌딩, 서울특별시 중구 을지로 50,중구,126.983420,37.5656553
493,KG타워, 서울특별시 중구 통일로 92,중구,126.969238,37.5635980
494,시청, 서울특별시 중구 을지로 19,중구,126.979945,37.5662944
495,충무로역, 서울특별시 중구 퇴계로 197,중구,126.993913,37.5614128
496,명동역, 서울특별시 중구 퇴계로 101,중구,126.983081,37.5608440
497,명동입구, 서울특별시 중구 남대문로 68-1,중구,126.982243,37.5631774
498,무교로, 서울특별시 중구 무교로 15,중구,126.978982,37.5672673
499,청계크리스탈스퀘어, 서울특별시 중구 청계천로 106,중구,126.989396,37.5678365
500,숭례문SG타워, 서울특별시 중구 세종대로 14,중구,126.975386,37.5580044
501,레스케이프호텔R, 서울특별시 중구 퇴계로 67,중구,126.979505,37.5597171
502,별다방, 서울특별시 중구 퇴계로 100,중구,126.982651,37.5601141
503,포포인츠명동, 서울특별시 중구 삼일대로10길 36,중구,126.990437,37.5657012
504,명동남산, 서울특별시 중구 퇴계로 132,중구,126.986454,37.5607273
505,명일역, 서울특별시 강동구 양재대로 1647,강동구,127.143771,37.5525425
506,강동구청DT, 서울특별시 강동구 성내로 32,강동구,127.123770,37.5291390
507,강동암사DT, 서울특별시 강동구 고덕로 43,강동구,127.130003,37.5550360
508,굽은다리역, 서울특별시 강동구 양재대로 1568,강동구,127.143282,37.5453802
509,강동역, 서울특별시 강동구 천호대로 1089,강동구,127.133286,37.5365980
510,둔촌동, 서울특별시 강동구 양재대로 1303,강동구,127.133906,37.5227400
511,천호로데오, 서울특별시 강동구 천호대로 1037,강동구,127.127314,37.5378209
512,천호이마트, 서울특별시 강동구 천호대로 1015-14,강동구,127.125189,37.5389584
513,길동역, 서울특별시 강동구 양재대로 1487,강동구,127.140101,37.5386805
514,상일동, 서울특별시 강동구 상일로10길 36,강동구,127.174073,37.5507361
515,천호역, 서울특별시 강동구 천호대로 1012,강동구,127.124338,37.5378601
516,명일이마트, 서울특별시 강동구 동남로75길 5,강동구,127.155985,37.5539957
517,상일동역, 서울특별시 강동구 고덕로 399,강동구,127.170060,37.5576795
518,천호사거리, 서울특별시 강동구 올림픽로 651,강동구,127.123436,37.5396900
519,강일역, 서울특별시 강동구 고덕로 429,강동구,127.173466,37.5574944
520,올림픽공원북2문, 서울특별시 강동구 강동대로 199,강동구,127.128705,37.5242504
521,천호대로길동, 서울특별시 강동구 천호대로 1131,강동구,127.137232,37.5347736
522,신도림, 서울특별시 구로구 경인로 610,구로구,126.883841,37.5053036
523,구로디지털타워, 서울특별시 구로구 디지털로32길 30,구로구,126.896482,37.4834572
524,오류동역, 서울특별시 구로구 경인로 216,구로구,126.844853,37.4961312
525,구로디지털로, 서울특별시 구로구 디지털로33길 11,구로구,126.895495,37.4856998
526,구로에이스, 서울특별시 구로구 디지털로 285,구로구,126.894502,37.4844736
527,구로하이엔드, 서울특별시 구로구 디지털로26길 5,구로구,126.893421,37.4815173
528,현대디큐브2F, 서울특별시 구로구 경인로 662,구로구,126.889592,37.5089852
529,구로호텔, 서울특별시 구로구 디지털로32길 72,구로구,126.898913,37.4831800
530,현대디큐브B2, 서울특별시 구로구 경인로 662,구로구,126.889592,37.5089852
531,구로고척, 서울특별시 구로구 경인로 387,구로구,126.863205,37.4970371
532,구로NC, 서울특별시 구로구 구로중앙로 152,구로구,126.882728,37.5012390
533,구로오류DT, 서울특별시 구로구 서해안로 2233,구로구,126.834377,37.4880709
534,구로구청, 서울특별시 구로구 가마산로 232,구로구,126.886856,37.4936566
535,답십리역, 서울특별시 동대문구 천호대로 263,동대문구,127.051108,37.5684933
536,경희대삼거리, 서울특별시 동대문구 회기로 141,동대문구,127.052007,37.5915402
537,외대정문, 서울특별시 동대문구 이문로 93,동대문구,127.059222,37.5953571
538,신설동역, 서울특별시 동대문구 왕산로 19,동대문구,127.025518,37.5766913
539,회기역사거리, 서울특별시 동대문구 이문로 37,동대문구,127.056037,37.5907996
540,외대, 서울특별시 동대문구 휘경로 12-1,동대문구,127.061385,37.5957434
541,장한평역, 서울특별시 동대문구 장한로 10,동대문구,127.065478,37.5623326
542,경희대, 서울특별시 동대문구 경희대로 16-1,동대문구,127.052800,37.5929004
543,청량리역사, 서울특별시 동대문구 왕산로 214,동대문구,127.046973,37.5809647
544,서울숲역, 서울특별시 성동구 왕십리로 50,성동구,127.044641,37.5419436
545,금호역, 서울특별시 성동구 동호로 99,성동구,127.015301,37.5480144
546,뚝섬역, 서울특별시 성동구 아차산로 42,성동구,127.049090,37.5464289
547,황학사거리, 서울특별시 성동구 왕십리로 410,성동구,127.024066,37.5665735
548,성수역, 서울특별시 성동구 성수이로 94,성동구,127.056919,37.5431909
549,상왕십리역, 서울특별시 성동구 왕십리로 382,성동구,127.027982,37.5651131
550,왕십리역, 서울특별시 성동구 왕십리로 326,성동구,127.033957,37.5627870
551,한양대, 서울특별시 성동구 왕십리로 225,성동구,127.042092,37.5571353
552,엔터식스, 서울특별시 성동구 왕십리광장로 17,성동구,127.038416,37.5610558
553,성수이마트, 서울특별시 성동구 뚝섬로 379,성동구,127.052390,37.5398502
554,성수, 서울특별시 성동구 아차산로 104,성동구,127.055222,37.5444891
555,옥수, 서울특별시 성동구 독서당로 202,성동구,127.013332,37.5429601
556,성수낙낙, 서울특별시 성동구 광나루로8길 31,성동구,127.066224,37.5472947
557,효창공원앞역, 서울특별시 용산구 백범로 313,용산구,126.963455,37.5395488
558,서울역서부, 서울특별시 용산구 만리재로 202,용산구,126.968438,37.5549213
559,이태원역, 서울특별시 용산구 이태원로 188,용산구,126.994798,37.5343019
560,한강진역R, 서울특별시 용산구 이태원로 252,용산구,127.001055,37.5371042
561,용산역써밋R, 서울특별시 용산구 한강대로 69,용산구,126.964876,37.5270254
562,이촌, 서울특별시 용산구 이촌로 276,용산구,126.977266,37.5185953
563,신용산역, 서울특별시 용산구 한강대로 95,용산구,126.966628,37.5288009
564,용산파크타워, 서울특별시 용산구 서빙고로 67,용산구,126.970669,37.5242610
565,남영동, 서울특별시 용산구 한강대로 275,용산구,126.972234,37.5428490
566,한남동R, 서울특별시 용산구 독서당로 94,용산구,127.010909,37.5347792
567,서울타워, 서울특별시 용산구 남산공원길 105,용산구,126.988923,37.5492850
568,서울역동자동, 서울특별시 용산구 한강대로 372,용산구,126.972853,37.5516788
569,순천향입구, 서울특별시 용산구 대사관로 67,용산구,127.005637,37.5334461
570,숙대, 서울특별시 용산구 청파로47길 57,용산구,126.967142,37.5445955
571,동빙고, 서울특별시 용산구 장문로 12,용산구,126.991766,37.5289678
572,숙대입구역, 서울특별시 용산구 한강대로 291,용산구,126.971928,37.5442094
573,용산아이파크몰, 서울특별시 용산구 한강대로23길 55,용산구,126.963935,37.5295840
574,동부이촌동, 서울특별시 용산구 이촌로 198,용산구,126.969030,37.5210710
575,숙명여대정문, 서울특별시 용산구 청파로47길 100,용산구,126.964912,37.5461265
576,용산해링턴스퀘어, 서울특별시 용산구 서빙고로 17,용산구,126.967444,37.5258999
577,경리단길, 서울특별시 용산구 회나무로 3,용산구,126.987273,37.5385810
578,서울역사, 서울특별시 용산구 한강대로 405,용산구,126.971042,37.5523812
579,용산리첸시아, 서울특별시 용산구 백범로 341,용산구,126.967620,37.5382977
580,포포인츠서울역, 서울특별시 용산구 한강대로 366,용산구,126.972763,37.5508409
581,용산전자랜드, 서울특별시 용산구 청파로 74,용산구,126.959205,37.5327088
582,상봉, 서울특별시 중랑구 상봉로 131,중랑구,127.092221,37.5974266
583,중랑역, 서울특별시 중랑구 망우로30길 3,중랑구,127.074665,37.5932132
584,중랑구청, 서울특별시 중랑구 신내로 72,중랑구,127.095696,37.6053796
585,사가정역, 서울특별시 중랑구 면목로 310,중랑구,127.087965,37.5796083
586,상봉역, 서울특별시 중랑구 망우로 307,중랑구,127.086649,37.5969712
587,묵동, 서울특별시 중랑구 동일로 952,중랑구,127.076601,37.6153852
588,양원역, 서울특별시 중랑구 양원역로10길 3,중랑구,127.106184,37.6065780
589,중화역, 서울특별시 중랑구 봉화산로 35,중랑구,0,0
